Time,Fridge,Washing_Machine,Dishwasher,TV,Kettle,Total_kWh
2017-04-16,0.02011559,0.015268689,0.005421752,0.007691994,0.015648814,0.06414684
2017-04-17,0.017712269,0.015905563,0.0048653497,0.0072303154,0.01566748,0.061380975
2017-04-18,0.019404395,0.009020396,0.0052736816,0.008053117,0.015899792,0.057651382
2017-04-19,0.018006867,0.0133818835,0.0054597403,0.0101860585,0.015913676,0.06294823
2017-04-20,0.019574571,0.008513249,0.0057309573,0.00892452,0.015845867,0.05858916
2017-04-21,0.019924575,0.011376003,0.0056689996,0.0091055725,0.015795026,0.061870176
2017-04-22,0.021512767,0.013989422,0.005371286,0.012451208,0.015568289,0.06889297
2017-04-23,0.022795683,0.016540555,0.005561572,0.008545291,0.016580062,0.070023164
2017-04-24,0.020541308,0.016010996,0.005014334,0.008802569,0.01625268,0.066621885
2017-04-25,0.020211853,0.013878844,0.0052759014,0.009032531,0.016518539,0.06491767
2017-04-26,0.015148997,0.0024825078,0.0011445824,0.005307738,0.0119978655,0.03608169
